elektrische Last;PV Einspeisung;Wärmelast
0,461766375;0;3,043817335
0,488906813;0;3,176658274
0,678416226;0;3,304366723
1,057103493;0;3,478380257
1,151645054;0;3,467965095
2,010808073;0;3,51412121
1,020632049;0;3,427729174
0,625035294;0;3,303318196
0,583401009;0;3,196113086
0,648765415;0;3,138041023
0,333263741;0;3,114479479
0,380108232;0;3,153090515
0,308917868;0;3,195481902
0,421458324;0;3,359873436
0,284808823;0;3,621604586
0,416863869;0;3,782511344
0,210208141;0,08;3,728218663
0,380723984;0,38;3,560867144
0,686799921;1,22;3,405538878
0,537740656;1,83;3,275418294
0,526799222;2,56;3,171967543
1,040715026;2,19;3,130207249
0,597705394;0,73;3,08346192
0,53167787;0,05;3,048803885
0,42752111;0;3,043817335
0,636545113;0;3,176658274
0,978097819;0;3,304366723
0,557776267;0;3,478380257
0,726255393;0;3,467965095
1,34840139;0;3,51412121
0,634603127;0;3,427729174
0,957256994;0;3,303318196
0,355951821;0;2,648833441
0,230291118;0;2,586365558
0,448882955;0;2,569397744
0,538593235;0;2,614602511
0,332316431;0;2,653697033
0,359125311;0;2,818088566
0,462571588;0;3,083116582
0,656722821;0;3,246221251
0,385318439;0,26;3,189730659
1,15960246;0,6;3,019082275
0,52196794;1,53;2,845071772
0,479717904;2,53;2,696268951
0,357514883;2,15;2,58842238
0,689973411;1,42;2,54116731
3,114282402;0,47;2,487828251
0,574070003;0,02;2,456467081
0,500037708;0;2,458074262
1,278631991;0;2,597508931
0,816297231;0;2,726316335
1,366589747;0;2,912418376
0,75287481;0;2,914091719
0,561044487;0;2,969039475
0,828375436;0;2,879350574
0,637160865;0;2,746147956
0,660938352;0;2,901982819
0,287556022;0;2,816047862
0,4484093;0;2,788934754
0,451488059;0;2,802778351
0,417479621;0;2,806222823
0,213571093;0;2,8407331
0,454045796;0;2,895320085
0,395407293;0;3,081797418
0,196993164;0,24;3,31100228
0,691441741;0,63;3,489721977
0,433157606;1,5;3,411845134
0,806871494;2,3;3,186835784
1,360384865;2,01;3,054371351
1,275363771;1,35;3,060753888
1,008364381;0,53;3,006315267
0,712377298;0,02;3,010857027
0,740275584;0;3,114388464
0,698025548;0;3,274050328
0,951573132;0;3,380434749
0,690968086;0;3,348251677
0,63995543;0;3,203304679
1,504612848;0;3,055504696
0,389818162;0;2,952334333
0,567817756;0;2,874013307
0,745438425;0;2,894303028
0,570422859;0;2,855249172
0,230670043;0;2,828136368
0,641234299;0;2,818459087
0,270078148;0;2,806222823
0,335347824;0;2,809372081
0,277467168;0;2,871799359
0,560428736;0,02;3,081797418
0,297976435;0,81;3,318843936
0,770257953;1,88;3,59948698
0,342831575;1,42;3,584331264
0,200166653;0,73;3,437726354
0,21655512;0,32;3,203338574
0,213476362;0,24;3,060753888
0,290918974;0,22;2,857348044
0,815918306;0,01;2,69724533
0,634176838;0;2,667491341
0,797966778;0;2,756588906
0,721708303;0;2,925697485
0,559102501;0;3,042481637
0,58117483;0;3,101381332
0,609594137;0;3,141747761
0,425484393;0;3,077778709
0,428799978;0;2,928788808
0,178378517;0;2,291673031
0,233701435;0;2,236897833
0,218307644;0;2,213336289
0,604526027;0;2,256343145
0,29106107;0;2,295437667
0,308870503;0;2,4598292
0,152801141;0;2,713867665
0,220154899;0,09;2,865982782
0,146122604;1,41;2,806195326
0,568528238;3,99;2,614666795
0,623756425;5,48;2,453843753
0,87180961;5,87;2,322624214
1,109726576;5,36;2,220272418
1,081875655;4,01;2,184006899
0,439978239;1,75;2,142756346
0,660796255;0,18;2,121285773
0,858594633;0;2,130585639
0,627166742;0;2,272218218
0,298592186;0;2,407619353
0,793514419;0;2,579434977
0,818665506;0;2,565722949
0,705083009;0;2,616274885
0,892839898;0;2,522190163
0,380487156;0;2,401076051
0,51173699;0;2,131225585
0,72227669;0;2,076450387
0,6931469;0;2,048493022
0,705840857;0;2,092598833
0,763437319;0;2,134990221
0,39057601;0;2,294985934
0,307923192;0;2,549024398
0,572317479;0,1;2,682457279
0,44376748;1,05;2,606185496
0,54233511;2;2,41575592
0,760879582;2,93;2,245042282
0,349225919;3,55;2,118218563
0,914438571;3,61;2,027955274
0,602584041;3,08;1,99278871
0,256105322;1,73;1,964725618
0,21518152;0,25;1,947650865
0,326348376;0;1,965742372
0,468587008;0;2,126057189
0,324595852;0;2,260359368
0,375419047;0;2,427779172
1,64633046;0;2,408572369
0,856178992;0;2,451431618
0,658759538;0;2,354050031
0,98051346;0;2,248321291
0,592826746;0;2,291673031
0,388918217;0;2,236897833
0,235596056;0;2,213336289
0,390481279;0;2,256343145
0,668564199;0;2,295437667
0,423542407;0;2,4598292
0,501316577;0;2,713867665
0,164547788;0,4;2,865982782
0,258899888;3,02;2,806195326
1,020347855;4,86;2,614666795
0,712235201;5,87;2,453843753
0,917233136;6,15;2,322624214
0,679600363;5,77;2,220272418
0,823117864;4,72;2,184006899
0,337337175;2,85;2,142756346
0,525851912;0,56;2,121285773
0,49738524;0;2,130585639
0,756948244;0;2,272218218
0,811276486;0;2,407619353
1,12857805;0;2,579434977
0,699114954;0;2,565722949
0,645781388;0;2,616274885
0,609404675;0;2,522190163
0,410043236;0;2,401076051
0,586432402;0;2,476297489
0,247863723;0;2,421522291
0,295939718;0;2,396861792
0,565260018;0;2,442066558
0,58074854;0;2,484457946
0,38730779;0;2,648849479
0,290445318;0;2,906184809
0,437420502;0,42;3,053904106
0,488243696;2,96;2,990819784
0,809950252;4,75;2,799291253
0,405590878;5,78;2,621983885
1,663713602;6,08;2,489665391
1,454073847;5,72;2,376324044
0,953799311;4,67;2,340058525
0,592116263;2,82;2,293313196
0,526751857;0,56;2,272941578
0,30403922;0;2,285538309
0,827617588;0;2,439259395
0,533004104;0;2,575759485
0,525046698;0;2,755267795
0,430220944;0;2,749248453
0,583543106;0;2,804196208
1,047014639;0;2,706814622
0,518889182;0;2,584601554
0,683247508;0;2,476297489
0,348989091;0;2,421522291
0,496722122;0;2,396861792
0,193535481;0;2,442066558
0,633845279;0;2,484457946
0,374992757;0;2,648849479
0,440357163;0;2,906184809
0,523625733;0,12;3,053904106
0,736249516;1,03;2,990819784
0,370540399;2,03;2,799291253
0,567817756;2,66;2,621983885
0,578996016;2,93;2,489665391
0,572933231;2,74;2,376324044
0,784088683;1,86;2,340058525
1,586128894;0,71;2,293313196
1,859948918;0,06;2,272941578
1,451231916;0;2,285538309
1,718562865;0;2,439259395
0,93608461;0;2,575759485
1,232592714;0;2,755267795
0,81714981;0;2,749248453
0,419989993;0;2,804196208
0,731323502;0;2,706814622
0,549013647;0;2,584601554
0,760642754;0;2,547020319
0,550434613;0;2,468778047
0,239006373;0;2,436170164
0,482986124;0;2,45001376
0,283387857;0;2,461150918
0,544419193;0;2,49236433
0,176247069;0;2,54585236
0,369498358;0,06;2,709251636
0,455182569;0,54;2,936258587
0,447130432;0,92;3,089702316
0,453619507;1,31;2,998638013
1,212699199;1,76;2,787915079
1,552878305;1,78;2,651054825
0,99297059;1,38;2,661833183
0,462808416;0,71;2,615087248
0,443672749;0,1;2,633915424
0,451345962;0;2,748436412
0,944515671;0;2,925681558
0,704325161;0;3,038659709
0,724408138;0;3,006476638
0,678132033;0;2,85933173
0,871525417;0;2,710432792
0,980418729;0;2,597371833
0,47194996;0;2,530040358
0,643365747;0;2,894303028
0,335063631;0;2,855249172
0,496390564;0;2,828136368
0,564170611;0;2,818459087
0,249616247;0;2,806222823
0,800808708;0;2,809372081
0,318959357;0;2,871799359
0,352494139;0,12;3,081797418
0,410043236;1;3,318843936
0,937789768;1,93;3,59948698
0,795882695;2,83;3,584331264
0,779446862;3,27;3,437726354
1,411539618;3,27;3,203338574
1,074581367;3;3,060753888
0,678084667;1,97;2,857348044
0,481044138;0,31;2,69724533
0,902976117;0;2,667491341
0,521589016;0;2,756588906
0,622524922;0;2,925697485
0,948589105;0;3,042481637
0,75794292;0;3,101381332
0,599742111;0;3,141747761
0,731228771;0;3,077778709
0,762868933;0;2,928788808
0,262594397;0;2,83125999
0,431120889;0;2,768792106
0,328716652;0;2,749626383
0,400333306;0;2,794831149
0,69272061;0;2,82952985
0,453098486;0;2,997218249
0,429889385;0;3,255652534
0,603720814;0,08;3,426449889
0,568528238;0,8;3,365563477
1,871079813;1,44;3,199310913
0,694425769;1,43;3,035191006
0,474034042;1,41;2,888586096
0,480002097;1,73;2,779640569
0,271688576;1,11;2,73897923
1,756028985;0,43;2,684541215
1,159318267;0,03;2,64988318
0,685142128;0;2,651490361
1,059471768;0;2,787628165
0,770447415;0;2,917534524
0,475691835;0;3,097042834
0,559765619;0;3,093221402
1,424849326;0;3,149268113
0,654828201;0;3,061777122
0,691489107;0;2,928574504
0,487817406;0;3,012587583
0,309912544;0;2,950119699
0,39564412;0;2,929855021
0,266004714;0;2,971762921
0,32019086;0;3,010857444
0,171036863;0;3,175248977
0,48630171;0;3,436980127
0,149532921;0;3,600084796
0,694662596;0,07;3,543594205
0,565970501;0,18;3,376242686
0,870767569;0,34;3,214320689
0,174399814;0,7;3,077606375
0,387686714;1;2,971957713
0,566633618;0,99;2,93459324
0,141386053;0,52;2,884551046
0,499800881;0,04;2,853189876
0,220107533;0;2,848203326
0,651891539;0;2,979945309
0,616793695;0;3,110950624
0,242416689;0;3,287162068
0,529499057;0;3,276746906
0,41506398;0;3,329496751
0,604005007;0;3,243104715
0,628824535;0;3,115396873
0,634176838;0;4,024725239
0,611204564;0;3,962257356
0,472707808;0;3,943091632
0,523909926;0;3,990494309
0,328242997;0;4,029588831
0,4497829;0;4,193980364
0,388491928;0;4,464503155
0,382855432;0,14;4,629805734
0,449735535;0,96;4,571117233
0,37897146;1,62;4,393875118
1,076997008;1,19;4,211072974
0,77461558;0,78;4,052379557
0,637681886;0,54;3,929147614
0,317206833;0,3;3,880793589
0,44926188;0,1;3,82965244
0,254068605;0;3,79389545
0,583969395;0;3,795502631
0,428231592;0;3,93273939
0,464418843;0;4,074734255
0,692152224;0;4,265232116
0,73894935;0;4,282290832
0,560712929;0;4,346030228
0,377171571;0;4,251945506
1,22714568;0;4,114347068
0,45579832;0;3,807132128
0,370161475;0;3,75235693
0,494495943;0;3,724399565
0,544561289;0;3,776198062
0,405827705;0;3,810896764
0,554271219;0;3,976387252
0,724881793;0;4,250206909
0,338189754;0;4,411113667
0,55943406;0,11;4,352425166
0,3568044;0,17;4,175183051
0,500274536;0,29;4,006667323
0,497053681;0,32;3,853468682
0,258805157;0,29;3,73463256
1,063924126;0,24;3,68298167
0,832022581;0,17;3,632939476
0,886635016;0,02;3,601578306
0,625319487;0;3,600987576
0,703141023;0;3,73492747
0,633182162;0;3,87582338
0,662738241;0;4,065222286
0,465460885;0;4,073489361
0,801282363;0;4,132832937
0,821838995;0;4,038748215
1,031810309;0;3,904446642
0,658854269;0;2,648833441
0,236259173;0;2,586365558
0,243079807;0;2,569397744
0,386928866;0;2,614602511
0,278035554;0;2,653697033
0,284524629;0;2,818088566
0,543756076;0;3,083116582
0,538451138;0,08;3,246221251
0,216365658;0,68;3,189730659
0,662785607;1,8;3,019082275
1,065439823;3,53;2,845071772
1,90361992;4,75;2,696268951
2,631438374;5,09;2,58842238
2,147315478;3,7;2,54116731
1,171064914;1,66;2,487828251
6,165331845;0,27;2,456467081
1,048388238;0;2,458074262
0,818949699;0;2,597508931
0,650849498;0;2,726316335
1,038583578;0;2,912418376
1,359248092;0;2,914091719
0,226643974;0;2,969039475
0,551002999;0;2,879350574
0,733265488;0;2,746147956
0,716877021;0;2,719556271
0,646776064;0;2,633621313
0,122960869;0;2,608706116
0,222475809;0;2,622549713
0,299492131;0;2,630390005
0,40810125;0;2,661603417
0,67510064;0;2,722784132
0,398580782;0,01;2,90156878
0,254826454;0,2;3,135169462
0,523720464;0,55;3,309493338
0,464987229;0,83;3,2217259
0,943426264;0,98;2,99451864
0,346857643;0,95;2,863153161
0,230622677;0,68;2,862941968
1,183427313;0,33;2,809602302
0,730991944;0,03;2,817440928
0,594389808;0;2,920972364
0,691441741;0;3,083931094
1,581771267;0;3,189216559
0,843248207;0;3,163627219
0,940915892;0;3,024174996
0,101741119;0;2,875276058
0,740465046;0;2,769907785
0,522110037;0;2,691586759
0,71308778;0;3,259156124
0,414685056;0;3,224498089
0,339326527;0;3,192989464
0,303044545;0;3,176718453
0,265767887;0;3,172174874
0,170800036;0;3,172027268
0,231712084;0;3,237751411
0,515620962;0,06;3,437858874
0,631477003;0,32;3,681499123
1,476998755;0,57;3,961043211
1,692227641;0,89;3,954679136
1,159934019;1,44;3,824558553
0,857789419;1,97;3,595665548
0,617125253;1,47;3,451981907
0,656438628;0,78;3,256268749
0,16653714;0,18;3,096166035
0,538924793;0;3,059818316
0,789677813;0;3,145619015
0,860394522;0;3,312529684
0,795124847;0;3,423819061
1,590344425;0;3,476125025
0,448551397;0;3,506600858
0,863662742;0;3,44373076
0,503258563;0;3,303532501
0,459824389;0;2,83125999
0,620819763;0;2,768792106
0,555502723;0;2,749626383
0,300628903;0;2,794831149
0,31048093;0;2,82952985
0,329569231;0;2,997218249
0,664064476;0;3,255652534
0,421742517;0,56;3,426449889
0,782099331;2,15;3,365563477
1,232971638;3,51;3,199310913
0,60523651;4,56;3,035191006
0,635834631;5,43;2,888586096
0,484407089;4,7;2,779640569
0,70939327;1,68;2,73897923
0,489948854;0,73;2,684541215
0,643128919;0,21;2,64988318
0,767558119;0;2,651490361
0,606846937;0;2,787628165
0,310812489;0;2,917534524
0,269178204;0;3,097042834
0,242653517;0;3,093221402
0,476118125;0;3,149268113
0,44746199;0;3,061777122
1,964768796;0;2,928574504
0,473276194;0;3,012587583
0,257905212;0;2,950119699
0,80881348;0;2,929855021
0,665011786;0;2,971762921
0,769310643;0;3,010857444
0,38456059;0;3,175248977
0,352541504;0;3,436980127
0,189130489;0,1;3,600084796
0,49369073;0,69;3,543594205
0,504632163;1,32;3,376242686
1,184421988;1,86;3,214320689
0,629629749;1,93;3,077606375
1,179259148;1,5;2,971957713
1,944685819;1,02;2,93459324
0,749275031;0,56;2,884551046
0,546124351;0,11;2,853189876
0,649523263;0;2,848203326
0,606278551;0;2,979945309
0,347236567;0;3,110950624
1,159555095;0;3,287162068
0,685615783;0;3,276746906
0,302523524;0;3,329496751
0,440262432;0;3,243104715
0,769405374;0;3,115396873
0,493595999;0;2,648833441
0,36651433;0;2,586365558
0,476118125;0;2,569397744
0,568622969;0;2,614602511
0,462003202;0;2,653697033
0,710198484;0;2,818088566
0,492506592;0;3,083116582
0,516520906;0,17;3,246221251
0,358035904;0,9;3,189730659
0,704040968;1,93;3,019082275
0,447367259;3,14;2,845071772
0,405069857;4,62;2,696268951
1,084622855;4,61;2,58842238
0,829322746;2,98;2,54116731
0,432020833;1,32;2,487828251
0,259278812;0,27;2,456467081
0,530872656;0;2,458074262
0,965261765;0;2,597508931
0,89260307;0;2,726316335
1,208104744;0;2,912418376
0,379160922;0;2,914091719
0,497764164;0;2,969039475
0,799908763;0;2,879350574
0,750695997;0;2,746147956
0,659754214;0;2,648833441
0,330042886;0;2,586365558
0,429605192;0;2,569397744
0,193061826;0;2,614602511
0,662075124;0;2,653697033
0,456887727;0;2,818088566
0,297029125;0;3,083116582
0,617883102;0,73;3,246221251
0,454614182;2,36;3,189730659
1,835981969;3,56;3,019082275
0,78295191;3,42;2,845071772
0,510694948;3,25;2,696268951
0,550387247;2,48;2,58842238
1,215920054;1,11;2,54116731
1,901251644;0,36;2,487828251
0,784183414;0,05;2,456467081
0,651323153;0;2,458074262
0,544182365;0;2,597508931
0,980418729;0;2,726316335
1,227050949;0;2,912418376
1,164291646;0;2,914091719
0,73989666;0;2,969039475
1,057671879;0;2,879350574
0,750601266;0;2,746147956
0,484549186;0;2,131225585
0,571749093;0;2,076450387
0,23597498;0;2,048493022
0,459824389;0;2,092598833
0,65800169;0;2,134990221
0,392470631;0;2,294985934
0,267662507;0;2,549024398
0,367272179;0,16;2,682457279
0,400191209;0,64;2,606185496
0,523294175;0,88;2,41575592
0,315075385;1,04;2,245042282
0,217312968;1,15;2,118218563
0,713798263;1,43;2,027955274
0,846895351;1,18;1,99278871
1,039388791;0,82;1,964725618
0,538309042;0,34;1,947650865
0,893645111;0;1,965742372
0,756427224;0;2,126057189
0,5455086;0;2,260359368
1,011869429;0;2,427779172
0,804645315;0;2,408572369
0,522678423;0;2,451431618
0,347473395;0;2,354050031
0,555644819;0;2,248321291
0,455940417;0;2,201948414
0,570375493;0;2,123706142
0,689168197;0;2,087801394
0,074458585;0;2,100546035
0,496722122;0;2,111683193
0,557255246;0;2,138500784
0,496437929;0;2,188691949
0,607510055;0,28;2,337804808
0,287934946;1,45;2,551624299
1,437495918;3,46;2,706166983
0,459682292;4,45;2,62169641
0,642986823;5,04;2,416468252
0,501032384;4,61;2,302686055
0,935326762;3,77;2,314563368
0,397538741;2,2;2,28649967
0,295750256;0,53;2,308624712
0,329285038;0;2,428640475
0,822028458;0;2,612479351
0,687747232;0;2,723259593
0,292576766;0;2,678988015
0,779494228;0;2,518655646
0,936274072;0;2,357668201
0,727392165;0;2,244607242
0,227496553;0;2,193760094
0,363388207;0;2,354716069
0,598700069;0;2,323354899
0,647533912;0;2,291846274
0,574448927;0;2,279971083
0,748327721;0;2,272130639
0,458071865;0;2,271983033
0,398438685;0;2,33001449
0,549960958;0,14;2,521330312
0,522252133;0,76;2,759475785
1,840150134;1,23;3,014842861
0,739328274;2,01;3,002984011
0,33781083;2,99;2,871764472
1,416465631;3,34;2,643970423
0,623898522;2,98;2,505781557
0,648670684;1,54;2,315563175
0,706977629;0,49;2,168647922
0,647486546;0;2,146586619
0,546740103;0;2,24117896
0,928648225;0;2,415782314
0,547166392;0;2,52487378
0,952899367;0;2,57388288
0,750932824;0;2,608754533
0,540251028;0;2,53819175
0,526846588;0;2,401290355
0,393275845;0;2,476297489
0,586574498;0;2,421522291
0,289924298;0;2,396861792
0,234032994;0;2,442066558
0,233843532;0;2,484457946
0,26562579;0;2,648849479
0,554223854;0;2,906184809
0,551429289;0,38;3,053904106
0,272162231;1,58;2,990819784
0,778831111;1,8;2,799291253
0,210208141;1,65;2,621983885
2,059784012;1,74;2,489665391
1,051088073;1,33;2,376324044
1,657840279;0,8;2,340058525
0,821175878;0,35;2,293313196
1,013100932;0,09;2,272941578
0,561707605;0;2,285538309
0,304939165;0;2,439259395
0,799482474;0;2,575759485
0,396449334;0;2,755267795
0,76206372;0;2,749248453
0,700346458;0;2,804196208
0,681589715;0;2,706814622
0,52566245;0;2,584601554
0,352636235;0;3,196113086
0,366656427;0;3,138041023
0,563318032;0;3,114479479
0,356946497;0;3,153090515
0,405401416;0;3,195481902
0,483459779;0;3,359873436
0,506526783;0;3,621604586
0,350078498;0,19;3,782511344
0,435952171;1,19;3,728218663
0,258284136;2,57;3,560867144
0,418284835;3,6;3,405538878
0,695609906;3,83;3,275418294
0,44514108;3,08;3,171967543
